"Bus,""No"",""Time"",""State"",""ID (hex)"",""DLC"",""Data (hex)"",""ASCII"""
"USB-to-CAN V2 compact  CAN-1,""670"",""15:35:56.892"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""671"",""15:35:56.895"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""672"",""15:35:56.896"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""673"",""15:35:56.900"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""674"",""15:35:56.903"",""  E   "",""18EA0017"",""3"",""E5 FE 00"",""..."""
"USB-to-CAN V2 compact  CAN-1,""675"",""15:35:56.905"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""676"",""15:35:56.908"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""677"",""15:35:56.910"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""678"",""15:35:56.912"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""679"",""15:35:56.915"",""  E   "",""18FEF500"",""8"",""C3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""680"",""15:35:56.916"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""681"",""15:35:56.918"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""682"",""15:35:56.918"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""683"",""15:35:56.928"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""684"",""15:35:56.932"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""685"",""15:35:56.936"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""686"",""15:35:56.940"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""687"",""15:35:56.945"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""688"",""15:35:56.946"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""689"",""15:35:56.946"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""690"",""15:35:56.948"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""691"",""15:35:56.950"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""692"",""15:35:56.952"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""693"",""15:35:56.955"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""694"",""15:35:56.956"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""695"",""15:35:56.960"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""696"",""15:35:56.968"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""697"",""15:35:56.972"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""698"",""15:35:56.973"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""699"",""15:35:56.974"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""700"",""15:35:56.976"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""701"",""15:35:56.988"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""702"",""15:35:56.990"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""703"",""15:35:56.992"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""704"",""15:35:56.995"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""705"",""15:35:56.996"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""706"",""15:35:57.000"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""707"",""15:35:57.001"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""708"",""15:35:57.001"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""709"",""15:35:57.005"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""710"",""15:35:57.008"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""711"",""15:35:57.010"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""712"",""15:35:57.012"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""713"",""15:35:57.015"",""  E   "",""18FEF700"",""8"",""FF FF FF FF 14 02 12 02"",""........"""
"USB-to-CAN V2 compact  CAN-1,""714"",""15:35:57.016"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""715"",""15:35:57.028"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""716"",""15:35:57.030"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""717"",""15:35:57.030"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""718"",""15:35:57.032"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""719"",""15:35:57.036"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""720"",""15:35:57.040"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""721"",""15:35:57.045"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""722"",""15:35:57.048"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""723"",""15:35:57.050"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""724"",""15:35:57.052"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""725"",""15:35:57.055"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""726"",""15:35:57.056"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""727"",""15:35:57.057"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""728"",""15:35:57.060"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""729"",""15:35:57.068"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""730"",""15:35:57.072"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""731"",""15:35:57.076"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""732"",""15:35:57.083"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""733"",""15:35:57.084"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""734"",""15:35:57.088"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""735"",""15:35:57.090"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""736"",""15:35:57.092"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""737"",""15:35:57.095"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""738"",""15:35:57.096"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""739"",""15:35:57.100"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""740"",""15:35:57.105"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""741"",""15:35:57.108"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""742"",""15:35:57.110"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""743"",""15:35:57.111"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""744"",""15:35:57.111"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""745"",""15:35:57.112"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""746"",""15:35:57.115"",""  E   "",""18FEE500"",""8"",""A0 01 00 00 08 05 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""747"",""15:35:57.116"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""748"",""15:35:57.120"",""  E   "",""18FEEF00"",""8"",""02 FF FF 00 FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""749"",""15:35:57.128"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""750"",""15:35:57.132"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""751"",""15:35:57.136"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""752"",""15:35:57.137"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""753"",""15:35:57.138"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""754"",""15:35:57.140"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""755"",""15:35:57.145"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""756"",""15:35:57.148"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""757"",""15:35:57.150"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""758"",""15:35:57.152"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""759"",""15:35:57.155"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""760"",""15:35:57.156"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""761"",""15:35:57.160"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""762"",""15:35:57.164"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""763"",""15:35:57.165"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""764"",""15:35:57.166"",""  E   "",""18FEE400"",""8"",""FF FF FF FD FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""765"",""15:35:57.168"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""766"",""15:35:57.172"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""767"",""15:35:57.176"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""768"",""15:35:57.188"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""769"",""15:35:57.190"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""770"",""15:35:57.191"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""771"",""15:35:57.192"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""772"",""15:35:57.192"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""773"",""15:35:57.195"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""774"",""15:35:57.196"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""775"",""15:35:57.200"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""776"",""15:35:57.205"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""777"",""15:35:57.208"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""778"",""15:35:57.210"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""779"",""15:35:57.212"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""780"",""15:35:57.215"",""  E   "",""18FD0700"",""8"",""07 13 3F FF FF FF FF FF"",""..?....."""
"USB-to-CAN V2 compact  CAN-1,""781"",""15:35:57.216"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""782"",""15:35:57.219"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""783"",""15:35:57.220"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""784"",""15:35:57.228"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""785"",""15:35:57.232"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""786"",""15:35:57.236"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""787"",""15:35:57.240"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""788"",""15:35:57.245"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""789"",""15:35:57.246"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""790"",""15:35:57.246"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""791"",""15:35:57.248"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""792"",""15:35:57.250"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""793"",""15:35:57.252"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""794"",""15:35:57.255"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""795"",""15:35:57.256"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""796"",""15:35:57.260"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""797"",""15:35:57.265"",""  E   "",""18FECA03"",""8"",""00 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""798"",""15:35:57.268"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""799"",""15:35:57.272"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""800"",""15:35:57.273"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""801"",""15:35:57.274"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""802"",""15:35:57.276"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""803"",""15:35:57.288"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""804"",""15:35:57.290"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""805"",""15:35:57.292"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""806"",""15:35:57.295"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""807"",""15:35:57.296"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""808"",""15:35:57.300"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""809"",""15:35:57.300"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""810"",""15:35:57.301"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""811"",""15:35:57.305"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""812"",""15:35:57.308"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""813"",""15:35:57.310"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""814"",""15:35:57.312"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""815"",""15:35:57.315"",""  E   "",""18FEE900"",""8"",""00 00 00 00 11 01 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""816"",""15:35:57.316"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""817"",""15:35:57.327"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""818"",""15:35:57.328"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""819"",""15:35:57.328"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""820"",""15:35:57.332"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""821"",""15:35:57.336"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""822"",""15:35:57.340"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""823"",""15:35:57.345"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""824"",""15:35:57.348"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""825"",""15:35:57.350"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""826"",""15:35:57.352"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""827"",""15:35:57.354"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""828"",""15:35:57.355"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""829"",""15:35:57.355"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""830"",""15:35:57.356"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""831"",""15:35:57.360"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""832"",""15:35:57.368"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""833"",""15:35:57.370"",""  E   "",""18FEEE00"",""8"",""79 49 FF FF FF FF FF FF"",""yI......"""
"USB-to-CAN V2 compact  CAN-1,""834"",""15:35:57.372"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""835"",""15:35:57.376"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""836"",""15:35:57.381"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""837"",""15:35:57.381"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""838"",""15:35:57.388"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""839"",""15:35:57.390"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""840"",""15:35:57.392"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 13 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""841"",""15:35:57.395"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""842"",""15:35:57.396"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""843"",""15:35:57.400"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
